,index,topic,perspective,index,topic_tar_combined_score,persp_tar_combined_score,topic_inds_combined_score,persp_inds_combined_score,index,topic_tar_norm_syn_score,persp_tar_norm_syn_score,topic_inds_norm_syn_score,persp_inds_norm_syn_score,index,topic_tar_norm_cosine_score,persp_tar_norm_cosine_score,topic_inds_norm_cosine_score,persp_inds_norm_cosine_score
303,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,"By banning the music, women will continue to be viewed as helpless",0,music,music women,"[0, -1, -1, -1, -1]","[3, 4, -1, -1, -1]",0,music,music women,"[0, -1, -1, -1, -1]","[3, 4, -1, -1, -1]",0,music,music women,"[0, -1, -1, -1, -1]","[3, 4, -1, -1, -1]"
304,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,"This type of music is degrading to everyone, not just women.",0,music,music,"[0, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,lyrics,music,"[2, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
305,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,this music harms women and others,0,music,music,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,lyrics,music,"[2, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
306,0,The leaking of military documents by Anat Kamm was justified,National security should come before freedom of information,0,documents,security,"[4, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,documents,security,"[4, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,documents,security,"[4, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
307,0,The leaking of military documents by Anat Kamm was justified,The military can only be held to account if there is transparency,0,leaking,military,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,leaking,military,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,documents,military,"[4, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
308,0,The leaking of military documents by Anat Kamm was justified,Transparency can only hold the military accountable,0,leaking,accountable,"[1, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,leaking,accountable,"[1, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,documents,accountable,"[4, -1, -1, -1, -1]","[6, -1, -1, -1, -1]"
309,0,The leaking of military documents by Anat Kamm was justified,There should be transparency to hold the military accountable,0,leaking,accountable,"[1, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,leaking,accountable,"[1, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,documents,accountable,"[4, -1, -1, -1, -1]","[8, -1, -1, -1, -1]"
310,0,India’s Ban on the Satanic Verses is justified,India has a specific need to main social cohesion,0,india ’,india,"[0, 1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,india ’,india,"[0, 1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,ban,cohesion,"[3, -1, -1, -1, -1]","[8, -1, -1, -1, -1]"
311,0,India’s Ban on the Satanic Verses is justified,Freedom of Speech is a Universal Right,0,verses,speech,"[7, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,verses,speech,"[7, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,verses,speech,"[7, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
312,0,India’s Ban on the Satanic Verses is justified,Everyone should be allowed free speech.,0,verses,speech,"[7, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,verses,speech,"[7, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,ban,speech,"[3, -1, -1, -1, -1]","[5, -1, -1, -1, -1]"
313,0,India’s Ban on the Satanic Verses is justified,Choosing cultural values are the rights of the people.,0,ban,rights,"[3, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,ban,rights,"[3, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,verses,rights,"[7, -1, -1, -1, -1]","[5, -1, -1, -1, -1]"
314,0,India’s Ban on the Satanic Verses is justified,People have a right to choose their cultural values,0,ban,right,"[3, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,ban,right,"[3, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,india ’,values,"[0, 1, -1, -1, -1]","[8, -1, -1, -1, -1]"
315,0,India’s Ban on the Satanic Verses is justified,Individual Liberty outweighs any potential harms,0,ban,liberty,"[3, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,ban,harms,"[3, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,ban,liberty,"[3, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
316,0,India’s Ban on the Satanic Verses is justified,It may be necessary in the interests of national security,0,ban,security,"[3, -1, -1, -1, -1]","[9, -1, -1, -1, -1]",0,ban,interests,"[3, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,india ’,security,"[0, 1, -1, -1, -1]","[9, -1, -1, -1, -1]"
317,0,India’s Ban on the Satanic Verses is justified,Free speech is bad for national security.,0,verses,speech,"[7, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,verses,speech,"[7, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,ban,speech,"[3, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
318,0,India’s Ban on the Satanic Verses is justified,The nation is at risk if everyone can say anything they want.,0,ban,risk,"[3, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,ban,risk,"[3, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,verses,risk,"[7, -1, -1, -1, -1]","[4, -1, -1, -1, -1]"
319,0,India’s Ban on the Satanic Verses is justified,Protection of Minors,0,verses,minors,"[7, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,ban,minors,"[3, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,verses,minors,"[7, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
320,0,India’s Ban on the Satanic Verses is justified,Limiting free speech protects youth.,0,verses,speech,"[7, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,verses,speech,"[7, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,ban,speech,"[3, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
321,0,India’s Ban on the Satanic Verses is justified,Free speech allows challenges to orthodox beliefs,0,verses,speech,"[7, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,verses,speech,"[7, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,ban,speech,"[3, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
322,0,India’s Ban on the Satanic Verses is justified,Free speech allows for free thinking.,0,verses,speech,"[7, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,verses,speech,"[7, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,ban,speech,"[3, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
323,0,India’s Ban on the Satanic Verses is justified,Open thought occur with free speech.,0,verses,speech,"[7, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,verses,speech,"[7, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,ban,speech,"[3, -1, -1, -1, -1]","[5, -1, -1, -1, -1]"
324,0,Corporations’ Use of IP Laws in Relation to Event Sponsorship Poses a Threat to Freedom of Expression,Governments and corporations have been complicit in an effective ‘privatization of language’.,0,corporations,corporations,"[0, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,corporations,corporations,"[0, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,use,language ’,"[2, -1, -1, -1, -1]","[12, 13, -1, -1, -1]"
325,0,Religious freedom abroad should be one of the primary foreign policy concerns for any country,Religion does not motivate foreign policy,0,policy concerns,policy,"[10, 11, -1, -1, -1]","[5, -1, -1, -1, -1]",0,policy concerns,policy,"[10, 11, -1, -1, -1]","[5, -1, -1, -1, -1]",0,policy concerns,policy,"[10, 11, -1, -1, -1]","[5, -1, -1, -1, -1]"
326,0,Religious freedom abroad should be one of the primary foreign policy concerns for any country,Promoting religious freedom exacerbates conflict,0,freedom,freedom exacerbates,"[1, -1, -1, -1, -1]","[2, 3, -1, -1, -1]",0,freedom,freedom exacerbates,"[1, -1, -1, -1, -1]","[2, 3, -1, -1, -1]",0,freedom,freedom exacerbates,"[1, -1, -1, -1, -1]","[2, 3, -1, -1, -1]"
327,0,Religious freedom abroad should be one of the primary foreign policy concerns for any country,Restrictions on religious freedom creates conflict,0,freedom,freedom,"[1, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,freedom,freedom,"[1, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,freedom,freedom,"[1, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
328,0,Religious freedom abroad should be one of the primary foreign policy concerns for any country,Religious pluralism creates a more tolerant and peaceful society,0,policy concerns,society,"[10, 11, -1, -1, -1]","[8, -1, -1, -1, -1]",0,freedom,society,"[1, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,freedom,pluralism,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
329,0,Religious freedom abroad should be one of the primary foreign policy concerns for any country,Religious pluralism enables a more blended and inclusive society.,0,policy concerns,society,"[10, 11, -1, -1, -1]","[8, -1, -1, -1, -1]",0,freedom,society,"[1, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,freedom,pluralism,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
330,0,Religious freedom abroad should be one of the primary foreign policy concerns for any country,"Concentrating on religious freedom is too narrow, instead human rights in general should be considered",0,freedom,freedom,"[1, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,freedom,freedom,"[1, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,freedom,freedom,"[1, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
331,0,The BBC should be free to blaspheme,"This was a piece of art, advertised and described as such, those likely to be offended were quite welcome not to watch it.",0,bbc,piece,"[1, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,bbc,piece,"[1, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,bbc,piece,"[1, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
332,0,The BBC should be free to blaspheme,Consumption of art is a choice and viewers are not forced to view it.,0,bbc,art,"[1, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,bbc,consumption,"[1, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,bbc,art,"[1, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
333,0,The BBC should be free to blaspheme,"If this work had been an attack on Mohammed it would never have been broadcast, the BBC is applying double standards.",0,bbc,work,"[1, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,bbc,work,"[1, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,bbc,work,"[1, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
334,0,The BBC should be free to blaspheme,There is a duty for a broadcaster that is not dependent on either commercial or state funding to give a platform to controversial works of art.,0,bbc,works,"[1, -1, -1, -1, -1]","[23, -1, -1, -1, -1]",0,bbc,duty,"[1, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,bbc,works,"[1, -1, -1, -1, -1]","[23, -1, -1, -1, -1]"
335,0,It makes sense to drive to an out of town to a shopping centre,Out of town retail developments are bad for the environment,0,town,town,"[9, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,town,town,"[9, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,shopping centre,developments,"[12, 13, -1, -1, -1]","[4, -1, -1, -1, -1]"
336,0,It makes sense to drive to an out of town to a shopping centre,Out of town malls damage town centres,0,town,town malls,"[9, -1, -1, -1, -1]","[2, 3, -1, -1, -1]",0,town,town malls,"[9, -1, -1, -1, -1]","[2, 3, -1, -1, -1]",0,town,town malls,"[9, -1, -1, -1, -1]","[2, 3, -1, -1, -1]"
337,0,It makes sense to drive to an out of town to a shopping centre,Out of town malls can hinder the development of downtown areas.,0,town,town malls,"[9, -1, -1, -1, -1]","[2, 3, -1, -1, -1]",0,town,town malls,"[9, -1, -1, -1, -1]","[2, 3, -1, -1, -1]",0,town,town malls,"[9, -1, -1, -1, -1]","[2, 3, -1, -1, -1]"
338,0,Nuclear technology must be adopted,Nuclear power is very expensive,0,technology,power,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,technology,power,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,technology,power,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
339,0,Nuclear technology must be adopted,Nuclear power is not cheap.,0,technology,power,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,technology,power,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,technology,power,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
340,0,Nuclear technology must be adopted,"Nuclear power has many benefits, but cost is not one.",0,technology,power,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,technology,power,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,technology,power,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
341,0,Nuclear technology must be adopted,Nuclear power gives countries energy security and self-sufficiency,0,technology,power,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,technology,power,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,technology,countries energy security,"[1, -1, -1, -1, -1]","[3, 4, 5, -1, -1]"
342,0,Hosting the Olympics is a good investment,"The bidding process is too long, tying up funds and land",0,investment,land,"[6, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,investment,bidding process,"[6, -1, -1, -1, -1]","[1, 2, -1, -1, -1]",0,investment,land,"[6, -1, -1, -1, -1]","[10, -1, -1, -1, -1]"
343,0,Hosting the Olympics is a good investment,bidding takes a long time,0,investment,time,"[6, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,investment,time,"[6, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,investment,time,"[6, -1, -1, -1, -1]","[4, -1, -1, -1, -1]"
344,0,Hosting the Olympics is a good investment,the bidding process is long,0,investment,bidding process,"[6, -1, -1, -1, -1]","[1, 2, -1, -1, -1]",0,investment,bidding process,"[6, -1, -1, -1, -1]","[1, 2, -1, -1, -1]",0,investment,bidding process,"[6, -1, -1, -1, -1]","[1, 2, -1, -1, -1]"
345,0,Hosting the Olympics is a good investment,Hosting has wide-reaching economic benefits,0,investment,benefits,"[6, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,olympics,benefits,"[2, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,investment,benefits,"[6, -1, -1, -1, -1]","[4, -1, -1, -1, -1]"
346,0,Hosting the Olympics is a good investment,The large investment needed to host the olympics will have outstanding economic rewards.,0,olympics,olympics,"[2, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,olympics,olympics,"[2, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,olympics,olympics,"[2, -1, -1, -1, -1]","[7, -1, -1, -1, -1]"
347,0,Hosting the Olympics is a good investment,The economy will benefit largely from the amount of people they hosting the olympics will bring.,0,olympics,olympics,"[2, -1, -1, -1, -1]","[13, -1, -1, -1, -1]",0,olympics,olympics,"[2, -1, -1, -1, -1]","[13, -1, -1, -1, -1]",0,olympics,olympics,"[2, -1, -1, -1, -1]","[13, -1, -1, -1, -1]"
348,0,Hosting the Olympics is a good investment,Hosting is good for economy,0,investment,economy,"[6, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,investment,economy,"[6, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,investment,economy,"[6, -1, -1, -1, -1]","[4, -1, -1, -1, -1]"
349,0,Hosting the Olympics is a good investment," Any large expenditure in one area will stimulate regeneration. Considering that the cost of hosting the London 2012 Olympics is predicted at £2.375 billion, expected to rise far higher, regeneration is the least that can be expected as a le",0,olympics,olympics,"[2, -1, -1, -1, -1]","[18, -1, -1, -1, -1]",0,olympics,olympics,"[2, -1, -1, -1, -1]","[18, -1, -1, -1, -1]",0,olympics,olympics,"[2, -1, -1, -1, -1]","[18, -1, -1, -1, -1]"
350,0,Hosting the Olympics is a good investment,the london olympics are expensive ,0,olympics,london olympics,"[2, -1, -1, -1, -1]","[1, 2, -1, -1, -1]",0,olympics,london olympics,"[2, -1, -1, -1, -1]","[1, 2, -1, -1, -1]",0,olympics,london olympics,"[2, -1, -1, -1, -1]","[1, 2, -1, -1, -1]"
351,0,Hosting the Olympics is a good investment,the Olympics in London are expensive,0,olympics,olympics,"[2, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,olympics,olympics,"[2, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,olympics,london,"[2, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
352,0,Hosting the Olympics is a good investment,Hosting only affects one city,0,investment,city,"[6, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,investment,city,"[6, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,investment,city,"[6, -1, -1, -1, -1]","[4, -1, -1, -1, -1]"
353,0,Hosting the Olympics is a good investment,Hosting is very expensive,0,olympics,hosting,"[2, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,investment,hosting,"[6, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,olympics,hosting,"[2, -1, -1, -1, -1]","[0, -1, -1, -1, -1]"
354,0,Hosting the Olympics is a good investment,Even though hosting the olympics is very expensive it is worth the effort.,0,olympics,olympics,"[2, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,olympics,olympics,"[2, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,olympics,olympics,"[2, -1, -1, -1, -1]","[4, -1, -1, -1, -1]"
355,0,Hosting the Olympics is a good investment,Hosting costs a lot,0,investment,lot,"[6, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,investment,lot,"[6, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,investment,lot,"[6, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
356,0,Hosting the Olympics is a good investment,Hosting stimulates regeneration in local areas,0,investment,stimulates regeneration,"[6, -1, -1, -1, -1]","[1, 2, -1, -1, -1]",0,investment,areas,"[6, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,investment,stimulates regeneration,"[6, -1, -1, -1, -1]","[1, 2, -1, -1, -1]"
357,0,Hosting the Olympics is a good investment,Hosting the Olympics will bring revenue to surrounding areas as people flock to the games.,0,olympics,olympics,"[2, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,olympics,olympics,"[2, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,investment,revenue,"[6, -1, -1, -1, -1]","[5, -1, -1, -1, -1]"
358,0,Hosting the Olympics is a good investment,Hosting the Olympics may require an investment of resources but the localities will reap the rewards.,0,investment,investment,"[6, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,olympics,olympics,"[2, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,investment,investment,"[6, -1, -1, -1, -1]","[6, -1, -1, -1, -1]"
359,0,Hosting the Olympics is a good investment,"If a nation hosts the Olympics, it will give new life to the local economy.",0,olympics,olympics,"[2, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,olympics,olympics,"[2, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,olympics,olympics,"[2, -1, -1, -1, -1]","[5, -1, -1, -1, -1]"
360,0,Hosting the Olympics is a good investment,Hosting the Olympics has a positive impact on local areas.,0,olympics,olympics,"[2, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,olympics,olympics,"[2, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,investment,impact,"[6, -1, -1, -1, -1]","[6, -1, -1, -1, -1]"
361,0,Hosting the Olympics is a good investment,The money is not going towards a good cause,0,investment,money,"[6, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,investment,money,"[6, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,investment,money,"[6, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
362,0,Hosting the Olympics is a good investment,The Olympics gives athletes a goal and young people a chance to believe in themselves,0,olympics,olympics,"[2, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,olympics,olympics,"[2, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,investment,goal,"[6, -1, -1, -1, -1]","[5, -1, -1, -1, -1]"
363,0,There should be a legally mandated ceiling on weekly working hours,There should be no legally mandated ceiling on weekly working hours as it limits economic growth.,0,working hours,working hours,"[9, 10, -1, -1, -1]","[9, 10, -1, -1, -1]",0,ceiling,ceiling,"[6, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,working hours,working hours,"[9, 10, -1, -1, -1]","[9, 10, -1, -1, -1]"
364,0,There should be a legally mandated ceiling on weekly working hours,Limiting working hours would also limit the economy's potential,0,working hours,working hours,"[9, 10, -1, -1, -1]","[1, 2, -1, -1, -1]",0,working hours,working hours,"[9, 10, -1, -1, -1]","[1, 2, -1, -1, -1]",0,working hours,working hours,"[9, 10, -1, -1, -1]","[1, 2, -1, -1, -1]"
